plot_group	Hugo_symbol	count_with_plp_PBTA	plot_group_n	count_without_plp_PBTA	count_with_plp_gnomAD	count_without_plp_gnomAD	oddsRatio_gnomad	pvalue_gnomad	CI_lower_gnomad	CI_upper_gnomad	adjusted_p_gnomad	count_with_plp_PMBB_noTumor	count_without_plp_PMBB_noTumor	oddsRatio_pmbb	pvalue_pmbb	CI_lower_pmbb	CI_upper_pmbb	adjusted_p_pmbb
Other high-grade glioma	MUTYH	1	57	56	73	73950	18.088956104229197	0.055395026035189025	0.4440452273411731	108.16181443988032	1	18	6277	6.222251185396974	0.1576092597252094	0.14686938688884232	40.7958271644201	1
Other high-grade glioma	PMS2	1	57	56	53	73970	24.932659589134374	0.04072793810437426	0.6087081392197108	151.1917451462622	1	19	6276	5.89411194173602	0.16519117543587794	0.13949912409979334	38.38913088211502	1
Other high-grade glioma	RAD50	2	57	55	86	73937	31.251115506416117	0.002133969036021052	3.6352902657955175	121.82906854346983	0.3072915411870315	9	6286	25.311683689032	0.004131363468919004	2.604636125702921	126.11310286350907	0.5949163395243366
Other high-grade glioma	RMRP	1	57	56	110	73913	11.9968395668292	0.08195058824628501	0.2958654635148849	71.11688915007147	1	NA	NA	0	0	0	0	0
Other high-grade glioma	TP53	5	57	52	22	74001	321.70081289753847	1.7951191505791033e-11	91.7415687778738	925.1196754848114	2.5849715768339087e-9	4	6291	149.5028377000218	5.966192297068942e-9	31.235126669248213	769.2132195847026	8.591316907779277e-7
Other tumor	ATM	3	34	31	127	73896	56.28906001058894	3.0391051044589617e-5	10.87071224330288	184.86911969051982	0.004376311350420905	30	6265	20.16420696675996	6.923569670341628e-4	3.7431917054072197	70.3457100671732	0.09969940325291944
Other tumor	CREBBP	1	34	33	3	74020	739.4119749733917	0.0018351961597659456	13.830707100638737	8191.999999985097	0.26426824700629614	0	6295	Inf	0.005372096697740564	4.747200615421065	Inf	0.7735819244746412
Other tumor	ERCC3	1	34	33	54	73969	41.49283008143412	0.024949323351092952	1.0020583973098953	259.5825327355373	1	25	6270	7.5927031558628695	0.1309278555431971	0.1797252394697714	49.338025703264485	1
Other tumor	ERCC5	1	34	33	82	73941	27.32367957793707	0.0374176472197101	0.6637126973540017	168.03121976318482	1	11	6284	17.270868580779645	0.06264699854321064	0.39048934990823675	125.12551418820816	1
Other tumor	GJB2	1	34	33	188	73835	11.89924489395719	0.08323242488390352	0.2910299333368226	71.76519011102339	1	32	6263	5.926372897916102	0.16323266913349385	0.1414294422830767	37.7924518745966	1
Other tumor	RECQL4	1	34	33	114	73909	19.63958281426482	0.05147771094880409	0.4788007615124936	119.62064946707342	1	23	6272	8.254353087690964	0.12147771213064532	0.1947721165269189	54.05078003126278	1
Schwannoma	FAH	1	13	12	62	73961	99.1742638684567	0.011006769931150212	2.2889973909691563	683.2493350477861	1	9	6286	57.772720469729485	0.020433118925203893	1.2268376626700779	479.3301817720692	1
Schwannoma	FGFR1	1	13	12	20	74003	309.8281202588446	0.003681424208791067	6.8725160688179345	2392.0550069616233	0.5301250860659137	1	6294	510.9448319594181	0.004117829038986892	6.170655124075184	4503599627370496	0.5929673816141124
Schwannoma	LZTR1	1	13	12	93	73930	66.09394399468586	0.016381647480056112	1.5333529184300008	453.48714018235336	1	10	6285	52.038526136275955	0.0224550893053202	1.1150124404020012	422.33358786425424	1
Schwannoma	NF2	1	13	12	1	74022	7491.996687672456	3.5115204614645127e-4	72.584694873786	4503599627370496	0.05056589464508898	0	6295	Inf	0.002060875079264427	12.415894401993794	Inf	0.29676601141407744
Schwannoma	RAD51D	1	13	12	19	74004	323.5327214145769	0.0035064023652808555	7.218207057320337	2474.9970794815767	0.5049219406004432	4	6291	129.05505602135818	0.010265232545526458	2.4585008458158146	1526.899679509465	1
